image,caption
1259936608_e3f0064f23.jpg,Children playing in public waterspouts .
1259936608_e3f0064f23.jpg,"The two young girls , one wearing a skirt and the other wearing shorts , are playing in a bubbling fountain ."
1259936608_e3f0064f23.jpg,Two kids playing in a fountain at a water park .
1260816604_570fc35836.jpg,"A person in a red car , with a bridge in the background ."
1260816604_570fc35836.jpg,A person waits inside a red compact car .
1260816604_570fc35836.jpg,A red car driving over a bridge .
1262077938_8b9516c273.jpg,A woman sits alone on a park bench in the sun .
1262077938_8b9516c273.jpg,A woman with a handbag is sitting on a wooden bench .
1262077938_8b9516c273.jpg,A young woman with a black purse sits on a wooden bench .
1262454669_f1caafec2d.jpg,A woman eats on a bench while a brown and white leashed dog stands next to her .
1262454669_f1caafec2d.jpg,A woman sits on a bench at the park with her dog in front of her .
1262454669_f1caafec2d.jpg,Woman sitting on bench and holding the leash of a large white and brown dog .
1262583859_653f1469a9.jpg,"A man in a bright green shirt riding a bicycle in a paved courtyard , carying a drink ."
1262583859_653f1469a9.jpg,A man rides on his bike with one hand and holds a drink with the other .
1262583859_653f1469a9.jpg,A man riding a bike wearing a green shirt with a drink in his hand .
1263126002_881ebd7ac9.jpg,A baby in pigtails tries to climb out of their playpen .
1263126002_881ebd7ac9.jpg,A female toddler in pigtails is trying to climb out of a green and white playpen .
1263126002_881ebd7ac9.jpg,A toddler is in a green playpen .
1263801010_5c74bf1715.jpg,A man in red snow gear looks at an expanse of snow and mountains .
1263801010_5c74bf1715.jpg,"A person in a red and black ski outfit is looking over a snowy , mountainous landscape ."
1263801010_5c74bf1715.jpg,View from the summit
1267711451_e2a754b4f8.jpg,A black and white dog is carrying a stick in its mouth .
1267711451_e2a754b4f8.jpg,a dog holds a stick in its mouth .
1267711451_e2a754b4f8.jpg,A dog trots across the ground with a large stick in his mouth .
1269470943_ba7fc49b4d.jpg,Boy is lying face down in the grass with his foot on a football .
1269470943_ba7fc49b4d.jpg,The boy is on the ground next to the football .
1269470943_ba7fc49b4d.jpg,The little boy fell face first into the grass while playing football .
1271210445_7f7ecf3791.jpg,A birthday celebration taking place for a girl who has reached age 5 .
1271210445_7f7ecf3791.jpg,Boy and his family celebrating his birthday with a brightly lit cake .
1271210445_7f7ecf3791.jpg,Smiling children gathered around a birthday cake
1271960365_e54033f883.jpg,Two black dogs are running on pavement
1271960365_e54033f883.jpg,Two black dogs are trotting through an empty public area .
1271960365_e54033f883.jpg,Two dogs are playing on a hardscape .
1273001772_1585562051.jpg,A group of children are in a water fountain .
1273001772_1585562051.jpg,A group of young kids play in the water on a sunny day .
1273001772_1585562051.jpg,Children and adults play with a sprinkler .
127450902_533ceeddfc.jpg,Cross-country skiers are traveling towards the mountains at sunset .
127450902_533ceeddfc.jpg,Four people walking across thick snow during a sunset .
127450902_533ceeddfc.jpg,The sun is almost behind the snowy mountains .
127488876_f2d2a89588.jpg,"Tree in the foreground , two men playing golf in the background ."
127488876_f2d2a89588.jpg,Two golfers are standing on the fairway looking off into the distance .
127488876_f2d2a89588.jpg,Two golfers look off into the distance with hands blocking the sun .
127490019_7c5c08cb11.jpg,A woman in shorts and a blue sleeveless shirt leans over a golf club .
127490019_7c5c08cb11.jpg,A woman is taking a swing with a golf club .
127490019_7c5c08cb11.jpg,A woman wearing blue begins a golf swing .
1277185009_06478dd457.jpg,A man without a shirt is walking on top of lots of rocks .
1277185009_06478dd457.jpg,A shirtless man with a backpack .
1277185009_06478dd457.jpg,A topless person with a backpack is shown against on a pile of rocks with a cloudy background .
1277743944_f4e8c78403.jpg,A boy wearing a red shirt runs along a beach .
1277743944_f4e8c78403.jpg,A boy wearing a red sweater runs along a colorful beach .
1277743944_f4e8c78403.jpg,"Young boy in red runs on beach and passes white , blue and green beach huts ."
1280147517_98767ca3b3.jpg,A wakeboarder flies sideways in the air .
1280147517_98767ca3b3.jpg,A waterskier performs tricks .
1280147517_98767ca3b3.jpg,A waterskiing man does a flip behind a speedboat .
1280320287_b2a4b9b7bd.jpg,Two boys wakeboard .
1280320287_b2a4b9b7bd.jpg,Two boys waterskiing .
1280320287_b2a4b9b7bd.jpg,Two younger people are being pulled on watercraft behind a boat .
1282392036_5a0328eb86.jpg,People in costume at a renaissance fair .
1282392036_5a0328eb86.jpg,two women and a child are sitting by a cart of arrows in front of a booth at a medieval Fayre .
1282392036_5a0328eb86.jpg,Two women crouch near a small child at a medieval fair .
12830823_87d2654e31.jpg,Several people are standing near a fish pond .
12830823_87d2654e31.jpg,Some children watching fish in a pool .
12830823_87d2654e31.jpg,There are several people and children looking into water with a blue tiled floor and goldfish .
1285067106_2adc307240.jpg,A young boy is getting ready to through a baseball
1285067106_2adc307240.jpg,Little leaguer getting ready for pitch
1285067106_2adc307240.jpg,The boy is wearing a white baseball uniform and holding a baseball .
1285874746_486731a954.jpg,A dark-skinned woman in a blue dress is standing near a crowd .
1285874746_486731a954.jpg,A girl in a blue dress walks through a crowd of people .
1285874746_486731a954.jpg,"The back of a lady wearing a blue halter top is shown , a crowd in the distance ."
1286408831_05282582ed.jpg,A chidl climbs a latter as he sticks out his tongue .
1286408831_05282582ed.jpg,A young boy with his tongue stuck out is climbing onto a wooden platform .
1286408831_05282582ed.jpg,The boy is climbing .
1287064529_aa4e4f3c31.jpg,A dog wearing a blue harness stands in the snow and pants .
1287064529_aa4e4f3c31.jpg,A Husky dog wearing green straps is turning its head away from the object in front of it .
1287064529_aa4e4f3c31.jpg,A husky dog wearing the gear to pull a sled .
1287073593_f3d2a62455.jpg,Dogsled rider pulled past flags on snowy hill .
1287073593_f3d2a62455.jpg,Dogs pulling a sled in a sled race .
1287073593_f3d2a62455.jpg,"Five sled dogs are pulling a person on a sled , through the snow ."
1287475186_2dee85f1a5.jpg,A small boy is sitting in the water and water is splashing up through his legs .
1287475186_2dee85f1a5.jpg,A young boy in a swimming suit sits in water .
1287475186_2dee85f1a5.jpg,Little boy sitting in water with a fountain coming up through his lap .
1287920676_d21a0b289b.jpg,A white dog and a brown dog attached by harnesses .
1287920676_d21a0b289b.jpg,The dog has red straps in its back .
1287920676_d21a0b289b.jpg,The dogs are joined together with a red harness .
1287931016_fb015e2e10.jpg,"Two dogs , one black and one white , face the camera in a field of snow ."
1287931016_fb015e2e10.jpg,Two dogs standing in the snow .
1287931016_fb015e2e10.jpg,two dogs stand in the snow .
1287982439_6578006e22.jpg,A brown dog barks over its shoulder in the water .
1287982439_6578006e22.jpg,A dog jumping in the water at a beack .
1287982439_6578006e22.jpg,A dog runs through the water as he looks up at the sky with his mouth open .
1288909046_d2b2b62607.jpg,A brown dog leaps into a swimming pool .
1288909046_d2b2b62607.jpg,"A brown , fluffy dog jumping into a swimming pool after a red toy ."
1288909046_d2b2b62607.jpg,A dog takes a leap of faith as he jumps into a pool to grab an orange toy .
128912885_8350d277a4.jpg,A white dog is jumping in the air attempting to catch a red ball .
128912885_8350d277a4.jpg,A white dog with a blue collar plays with a red ball .
128912885_8350d277a4.jpg,The dog is playing with a red ball .
1289142574_2bd6a082dd.jpg,A child is walking from one picnic table to another .
1289142574_2bd6a082dd.jpg,A young boy is running on picnic tables at a park .
1289142574_2bd6a082dd.jpg,The boy hops from one picnic table to the other in the park .
1290894194_8a4ffdc7eb.jpg,A woman in a red top and a small dog talks to a young girl .
1290894194_8a4ffdc7eb.jpg,A woman showing a small dog to an infant
1290894194_8a4ffdc7eb.jpg,A woman squatting to face a small child while holding a dog .
1294578091_2ad02fea91.jpg,A man on a phone and woman sitting near a painting .
1294578091_2ad02fea91.jpg,A woman drawing portrait while a man on a cellphone watches .
1294578091_2ad02fea91.jpg,"Standing man on phone with seated woman writing , near artist 's outdoor display ."
1295669416_21cabf594d.jpg,A girl in a red and black striped shirt sits on a brick wall in front of a tropical plant .
1295669416_21cabf594d.jpg,A lady in a red and black striped shirt is sitting on a retaining wall .
1295669416_21cabf594d.jpg,A woman in semi-formal attire is sitting on a concrete wall .
1295671216_cde1b9c9d1.jpg,A man in a blue sweatshirt taking a picture
1295671216_cde1b9c9d1.jpg,A person in a crowd views an electronic device .
1295671216_cde1b9c9d1.jpg,A person in jeans and a blue sweatshirt aims a camera while standing near a crowd of people .
1295698260_e10c53c137.jpg,A group of people stop to look at something while one takes a picture .
1295698260_e10c53c137.jpg,"A woman with a shopping bag labeled "" sale "" stands in a crowd next to a young man with a camera ."
1295698260_e10c53c137.jpg,The man is taking a picture while the crowd gathers .
129599450_cab4e77343.jpg,A hiker carring an American flag .
129599450_cab4e77343.jpg,A hiker with an American flag on his backpack walks through the woods .
129599450_cab4e77343.jpg,A person hikes on a mountain .
1296412797_85b6d2f8d6.jpg,A child is sprawled underneath a blanket in midair .
1296412797_85b6d2f8d6.jpg,A young child is swung by his or her hands while another child sits on grass watching .
1296412797_85b6d2f8d6.jpg,The little girl is being swung around by her arms .
1296770308_3db2022f5a.jpg,a woman sits at a dark bar .
1296770308_3db2022f5a.jpg,Dark nightclub with chairs .
1296770308_3db2022f5a.jpg,"There a several people in a dark bar-type room , including one girl on a stool ."
1298295313_db1f4c6522.jpg,A boy diving backward off a pier in a large lake .
1298295313_db1f4c6522.jpg,A boy in a blue life jacket jumps into the water .
1298295313_db1f4c6522.jpg,A boy in a blue life jacket jumps off a board into the lake .
1298866571_b4c496b71c.jpg,A man in a suit holds his cellphone in the air .
1298866571_b4c496b71c.jpg,A serious looking young man with a suit holds a cellphone .
1298866571_b4c496b71c.jpg,Man in suit is using his cellphone while sitting on a train .
1299459550_1fd5594fa2.jpg,A toddler in blue shorts is laying face down on the wet ground .
1299459550_1fd5594fa2.jpg,"Boy in shorts , face down in shallow , reflective water ."
1299459550_1fd5594fa2.jpg,The boy in swim trunks is laying face down on a watery pavement .
1299459562_ed0e064aee.jpg,Three boys play in a spray of water .
1299459562_ed0e064aee.jpg,Three boys playing in some water .
1299459562_ed0e064aee.jpg,Three shirtless boys are playing in the water .
1301140633_046e4e8010.jpg,A boy with a dirty face smiles .
1301140633_046e4e8010.jpg,A child with a dirty face looks at the camera and smiles .
1301140633_046e4e8010.jpg,"Blond child with dirty face holding yellow bottle with red cap , plants in background ."
130211457_be3f6b335d.jpg,A man has his arms around two women who are posing for a picture with him .
130211457_be3f6b335d.jpg,A man with a backpack and cap posing with two girls dressed in tight uniforms .
130211457_be3f6b335d.jpg,Two woman posing with a guy .
1302657647_46b36c0d66.jpg,A man hangs onto the monkey bars at a jungle gym .
1302657647_46b36c0d66.jpg,A man in warm clothes swinging on monkey bars at night .
1302657647_46b36c0d66.jpg,A man swinging on the monkey bars
1303335399_b3facd47ab.jpg,A small boy in water wings and a bathing suit slides down a water slide .
1303335399_b3facd47ab.jpg,"A very young boy sliding down a slide into a swimming pool , wearing blue floaties ."
1303335399_b3facd47ab.jpg,The small boy is sliding down a pool slide and is about to hit the water .
1303548017_47de590273.jpg,A woman wearing a green shirt stands on the railroad tracks .
1303548017_47de590273.jpg,A young female in a green tank top and shorts standing in the middle of the railroad tracks .
1303548017_47de590273.jpg,Girl with green tank top standing in the middle of a train track with multicolor train cars to the right .
1303550623_cb43ac044a.jpg,A girl is standing barefoot on the railroad tracks
1303550623_cb43ac044a.jpg,a girl stands in the train tracks .
1303550623_cb43ac044a.jpg,Girl is standing out on the train tracks .
1303727066_23d0f6ed43.jpg,A man wearing a peace sign on his shirt smiles .
1303727066_23d0f6ed43.jpg,A smiling bearded man wears a shirt with an orange peace sign
1303727066_23d0f6ed43.jpg,The T-shirt worn by the man has a bright orange peace symbol on the back .
1303727828_d1052ee341.jpg,A woman in a floral print dress and a shaved head at a store .
1303727828_d1052ee341.jpg,A woman with a crazy hairdo is shopping outside .
1303727828_d1052ee341.jpg,The person wearing earrings is wearing a feathered hat .
1304100320_c8990a1539.jpg,Two dogs are running through a field of pink flowers .
1304100320_c8990a1539.jpg,Two dogs bound over a flower-covered hill .
1304100320_c8990a1539.jpg,Two dogs playing in a misty field filled with purple flowers
1304961697_76b86b0c18.jpg,Two children prepare to high-five while participating in water sports .
1304961697_76b86b0c18.jpg,Two kids on wake-boards attempt to give one another a high-five .
1304961697_76b86b0c18.jpg,Two young kids wakeboarding with one hand each in the air .
1305564994_00513f9a5b.jpg,The two racers drove the white bike down the road .
1305564994_00513f9a5b.jpg,Two people are in a small race car driving by a green hill .
1305564994_00513f9a5b.jpg,Two people in racing uniforms in a street car .
1306145560_1e37081b91.jpg,"A black dog , with a tennis ball in its mouth , swims through water ."
1306145560_1e37081b91.jpg,A dog swims holding a tennis ball in its mouth .
1306145560_1e37081b91.jpg,The dog is swimming with the ball .
1307635496_94442dc21a.jpg,A child runs through a field .
1307635496_94442dc21a.jpg,A small male child running through the grass with a smile on his face .
1307635496_94442dc21a.jpg,A smiling boy runs through the grass .
1308472581_9961782889.jpg,A laughing girl holding a bucket splashes in the ocean
1308472581_9961782889.jpg,A young girl plays under a pier with a blue bucket .
1308472581_9961782889.jpg,The girl with the blue bucket splashes beneath the pier .
1308617539_54e1a3dfbe.jpg,A boy splashing through the ocean .
1308617539_54e1a3dfbe.jpg,A young boy running with a boogie board into the water
1308617539_54e1a3dfbe.jpg,The little boy runs into the ocean .
1309330801_aeeb23f1ee.jpg,The children are playing on the trampoline .
1309330801_aeeb23f1ee.jpg,Two girls are performing tricks on a trampoline .
1309330801_aeeb23f1ee.jpg,Two girls jumping on a trampoline in a backyard .
1311132744_5ffd03f831.jpg,A black dog with a red collar runs through grass .
1311132744_5ffd03f831.jpg,A black dog with a red collar walks through the grass with his mouth open and tongue hanging out .
1311132744_5ffd03f831.jpg,A dog with a red collar and its tongue hanging out runs through tall grass .
1311388430_4ab0cd1a1f.jpg,A person is hanging in the air from the power lines .
1311388430_4ab0cd1a1f.jpg,A person is hanging upside down from power lines .
1311388430_4ab0cd1a1f.jpg,Someone is suspended from electrical wires .
1312020846_5abb4a9be2.jpg,Two puppies run across flat stones in garden area .
1312020846_5abb4a9be2.jpg,Two small puppies run along the edge of a stone wall nearby a heavily foliaged area .
1312020846_5abb4a9be2.jpg,two small tan puppies walking on a stone path
1312227131_771b5ed201.jpg,Dogs are pulling a sled across the snow .
1312227131_771b5ed201.jpg,Sled dogs trekking through snow near a forest .
1312227131_771b5ed201.jpg,Two dogs walk through the snow .
1312954382_cf6d70d63a.jpg,A girl wearing a green and orange dress walks on the street with a balloon .
1312954382_cf6d70d63a.jpg,A little girl in an elaborate green and orange dress is chasing after a pink and white balloon figure .
1312954382_cf6d70d63a.jpg,A little girl on the street in a yellowish green and orange dress is holding a Hello Kitty balloon with her right hand .
1313693129_71d0b21c63.jpg,A boy and a slightly older girl stand on the shore of a small blue lake .
1313693129_71d0b21c63.jpg,A young woman and a young boy stand on the shore of a river .
1313693129_71d0b21c63.jpg,Two people stand by the water 's edge .
1313961775_824b87d155.jpg,A girl wearing a life vest floats in water .
1313961775_824b87d155.jpg,a young girl wearing a bulky red life jacket floating in a lake .
1313961775_824b87d155.jpg,The little girl is wearing a floating device in the water .
1316247213_1d2c726dd5.jpg,A young girl wearing a snoopy hat and purple shirt stands smiling .
1316247213_1d2c726dd5.jpg,"The girl in the purple top and shorts , wearing a hat , is laughing ."
1316247213_1d2c726dd5.jpg,The little girl smiles at the camera with her eyes closed .
131632409_4de0d4e710.jpg,A young woman wearing a blue swimsuit top is standing on a sandy beach .
131632409_4de0d4e710.jpg,Beach scene with young woman in skimpy bikini top in foreground
131632409_4de0d4e710.jpg,Woman in a bikini top is walking on the beach
1317292658_ba29330a0b.jpg,A boy in bathing trunks is standing under a water shower .
1317292658_ba29330a0b.jpg,A boy in swim trunks screams while being sprayed with water .
1317292658_ba29330a0b.jpg,A boy wearing black swimming trunks is standing in a fountain .
1319634306_816f21677f.jpg,A brown dog sits still on a hillside .
1319634306_816f21677f.jpg,A large yellow dog is sitting on a hill .
1319634306_816f21677f.jpg,The dog is sitting on the side of the hill .
1321723162_9d4c78b8af.jpg,The two girls hold hands with one another while they skate on the ice .
1321723162_9d4c78b8af.jpg,Two girls are ice skating with each other .
1321723162_9d4c78b8af.jpg,Two people go ice skating in a rink .
1321949151_77b77b4617.jpg,People at a museum standing by benches with two children laying down and one person sitting .
1321949151_77b77b4617.jpg,Two children and some adults are sitting on a row of black couches .
1321949151_77b77b4617.jpg,Two children lie on puffy benches at a museum while four adults look on .
1322323208_c7ecb742c6.jpg,A small boy and girls are playing in the sand on the beach .
1322323208_c7ecb742c6.jpg,"Two children , one of which is holding a stick , are standing on the beach as the sun begins to set ."
1322323208_c7ecb742c6.jpg,Two young children playing with sticks at the beach .
1324816249_86600a6759.jpg,A golden dog walks on a trail through tall grass with mountains in the background .
1324816249_86600a6759.jpg,a tan dog running through a field with his tongue hanging out
1324816249_86600a6759.jpg,A tan dog walks along a grassy path with his long pink tongue hanging out .
132489044_3be606baf7.jpg,"An asian man in a suit on the subway , asleep ."
132489044_3be606baf7.jpg,A tired business man takes a quick nap while riding the train .
132489044_3be606baf7.jpg,A young man in a suit and tie leans against a railing to take a nap on public transit .
1329832826_432538d331.jpg,People stand outside of the Rite Aid pharmacy on Broadway .
1329832826_432538d331.jpg,People waiting to cross the street in front of a pharmacy with lit up sign .
1329832826_432538d331.jpg,Some people look to cross the street in front of a drug store .
1330645772_24f831ff8f.jpg,A black dog is running across a low cut field nearby an area of trees .
1330645772_24f831ff8f.jpg,a black dog runs through a field .
1330645772_24f831ff8f.jpg,A large black and white dog is running through a grassy field .
133189853_811de6ab2a.jpg,A man with a shaved head is kissing another man on the cheek .
133189853_811de6ab2a.jpg,One man kissing another man on the check and both are in white shirts with black vests .
133189853_811de6ab2a.jpg,"One men is laughing while being kissed on the cheek by another man , both men are wearing formal wear"
1332208215_fa824f6659.jpg,People sit inside a train .
1332208215_fa824f6659.jpg,Several people sit on a train .
1332208215_fa824f6659.jpg,Two men and one woman are sitting in a subway train .
1332492622_8c66992b62.jpg,A woman and children navigate the balcony of an amusement ride .
1332492622_8c66992b62.jpg,A woman and two children walking through the upper levels of a carnival attraction .
1332492622_8c66992b62.jpg,People stand on a colorful balcony .
1332722096_1e3de8ae70.jpg,Three women walk down the street .
1332722096_1e3de8ae70.jpg,Two girls and a woman walking on the sidewalk
1332722096_1e3de8ae70.jpg,Two young ladies in green boots are walking through an urban area while an older lady wearing black shoes follows them .
1332815795_8eea44375e.jpg,A baby wearing all white swinging on a swing .
1332815795_8eea44375e.jpg,A little girl rides in a child 's swing .
1332815795_8eea44375e.jpg,a young baby girl wearing a white outfit swinging in a baby swing
1332823164_c70a5d930e.jpg,A woman in a red jacket stands on the beach facing the water as it covers her feet .
1332823164_c70a5d930e.jpg,A woman is watching the tide .
1332823164_c70a5d930e.jpg,Woman standing on the shore of a beach .
1333888922_26f15c18c3.jpg,A child swings and the sunshine shines down on her .
1333888922_26f15c18c3.jpg,A child wearing Crocs sits on a swing in a wooded area .
1333888922_26f15c18c3.jpg,A kid swings with his feet up in the air in a forest .
1334892555_1beff092c3.jpg,Two girls sparring with a red and blue bat while another girl watches .
1334892555_1beff092c3.jpg,Two kids with helmets playing with Nerf swords while one looks on drinking from a plastic cup .
1334892555_1beff092c3.jpg,Two young girls with sponge bats being to play while an older girl is acting as the referee .
1335617803_4fbc03dab0.jpg,Two boys in blue shirts are doing funny poses .
1335617803_4fbc03dab0.jpg,Two boys posing in blue shirts and khaki shorts .
1335617803_4fbc03dab0.jpg,Two boys wearing matching blue polo shirts strike a goofy pose .
1337792872_d01a390b33.jpg,A little girl in a denim dress runs down a path .
1337792872_d01a390b33.jpg,A young girl wearing a blue dress runs down a gravel road with a teddy bear .
1337792872_d01a390b33.jpg,The little girl is wearing a denim dress and holding a brown teddy bear .
1338523142_57fce8229b.jpg,A hiker walks down a rocky path towards land with water .
1338523142_57fce8229b.jpg,A man with a black and blue backpack hikes down a rock face .
1338523142_57fce8229b.jpg,Hiker climbing down a snow and rock covered mountain .
133905560_9d012b47f3.jpg,One dog climbing on the back of another dog in the snow .
133905560_9d012b47f3.jpg,Two beige dogs are playing in the snow .
133905560_9d012b47f3.jpg,Two yellow labs are playing in the snow .
1339596997_8ac29c1841.jpg,Three Muslim women are looking at a camera .
1339596997_8ac29c1841.jpg,Three women in head scarves examine a camera .
1339596997_8ac29c1841.jpg,Three women with head scarves and long skirts .
1341787777_4f1ebb1793.jpg,A dog drinking from a creek .
1341787777_4f1ebb1793.jpg,A large brown dog is sticking his face in the sprinkler .
1341787777_4f1ebb1793.jpg,"Brown dog on grass , drinking water spray from left side of frame ."
1342766791_1e72f92455.jpg,Little boy pushing another little boy up the pole .
1342766791_1e72f92455.jpg,One boy is helping another boy to climb a green pole in the street .
1342766791_1e72f92455.jpg,one small boy climbing a pole with the help of another boy on the ground
1342780478_bacc32344d.jpg,A man stands among cement fixtures in front of a donut shop .
1342780478_bacc32344d.jpg,A man with a white shirt and tie is standing on a sidewalk between cement barriers .
1342780478_bacc32344d.jpg,Man stands between concrete barriers near a donut shop .
1343426964_cde3fb54e8.jpg,A child poses wearing glasses near water outside .
1343426964_cde3fb54e8.jpg,A young kid at the beach .
1343426964_cde3fb54e8.jpg,a young man wearing swimming goggles wearing a blue shirt with a pirate skull on it
1346051107_9cdc14e070.jpg,A man stands by a wall playing a saxophone .
1346051107_9cdc14e070.jpg,Man playing musical instrument standing beside a yellow and red fire hydrant
1346051107_9cdc14e070.jpg,The man is standing next to a fire hydrant and playing a saxophone .
1346529555_e916816cfe.jpg,A dog retrieves a golf ball .
1346529555_e916816cfe.jpg,a little brown dog stands on his hind legs with a red toy in its mouth .
1346529555_e916816cfe.jpg,A terrier who jumped up has a red ball in his mouth .
134724228_30408cd77f.jpg,Two women walking down a dirt road with a man far behind .
134724228_30408cd77f.jpg,Two women walking on an outdoor trail .
134724228_30408cd77f.jpg,Two young women walk along a dirt road .
1347519824_e402241e4f.jpg,Some young adults are wearing green foam statute of liberty crowns .
1347519824_e402241e4f.jpg,Three woman with statue of liberty hats and taking a picture .
1347519824_e402241e4f.jpg,Two woman wearing statue of liberty hats get their picture taken in a subway .
1348113612_5bfc5f429e.jpg,A black dog jumps into a pool that has many yellow balls in it .
1348113612_5bfc5f429e.jpg,A dog jumps into a swimming pool to retrieve some floating tennis balls .
1348113612_5bfc5f429e.jpg,A dog swims in a pool .
1348304997_afe60a61df.jpg,a girl jumps on the trampoline .
1348304997_afe60a61df.jpg,A young girl jumping over a railing or a ladder on its side .
1348304997_afe60a61df.jpg,The small red haired girl jumps on the trampoline under the tree by the shed .
1348891916_ebd4413033.jpg,A soaked dog is playing in the water .
1348891916_ebd4413033.jpg,A tan dog on a leash running in shallow ocean water .
1348891916_ebd4413033.jpg,Brown dog running through shallow water .
134894450_dadea45d65.jpg,A guy leaps into the air in a wooded area .
134894450_dadea45d65.jpg,a shirtless man jumps over a log .
134894450_dadea45d65.jpg,The boy is jumping in the woods .
1348947380_14f0fc1237.jpg,an elderly man is walking a brown dog using a red leash .
1348947380_14f0fc1237.jpg,An elderly man takes his dog for a walk near the water .
1348947380_14f0fc1237.jpg,An old man holding a camera while walking a small brown dog .
1348957576_c4a78eb974.jpg,A man and a woman are sitting on the ground and surrounded by boats .
1348957576_c4a78eb974.jpg,A man and a woman sitting near small boats .
1348957576_c4a78eb974.jpg,The man and woman are sitting by the boats .
1350811702_2ce7cfd0c5.jpg,Children fishing off a bridge
1350811702_2ce7cfd0c5.jpg,People fishing over white fence
1350811702_2ce7cfd0c5.jpg,"Young boy wearing waders standing on a dock fishing , other people are in the background ."
1350948838_fdebe4ff65.jpg,A black and white dog jumping into a swimming pool .
1350948838_fdebe4ff65.jpg,A wet black dog jumps into a pool to fetch a ball .
1350948838_fdebe4ff65.jpg,Black and white dog leaps away from camera into pool .
1351315701_6580b51c41.jpg,A white dog and a black dog running side by side on the grass while onlookers watch .
1351315701_6580b51c41.jpg,"Two dogs , a pitbull and a black Labrador , run side by side ."
1351315701_6580b51c41.jpg,"Two dogs racing in a field , with people looking on ."
1351764581_4d4fb1b40f.jpg,a fireman spraying water into the hood of small white car on a jack
1351764581_4d4fb1b40f.jpg,"A fireman sprays inside the open hood of small white car , on a jack ."
1351764581_4d4fb1b40f.jpg,A fireman using a firehose on a car engine that is up on a carjack .
135235570_5698072cd4.jpg,A man is being thrown a Frisbee in front of a monument and flags .
135235570_5698072cd4.jpg,A man is clapping at the base of the Washington Memorial .
135235570_5698072cd4.jpg,A man tries to catch a football on grass surrounded by American flags .
1352398363_9cc8ffcce9.jpg,A dirty child plays in the house
1352398363_9cc8ffcce9.jpg,A young boy covered in ink stands in front of a white door .
1352398363_9cc8ffcce9.jpg,A young boy in a pullup is covered in marker ink .
1352410176_af6b139734.jpg,A young girl balances on wooden pylons at the beach .
1352410176_af6b139734.jpg,A young girl is walking on stumps on the beach next to the ocean .
1352410176_af6b139734.jpg,Girl walking along the tops of wooden posts set into sand on a beach .
1354318519_2f9baed754.jpg,A baby laughs at his reflection in a mirror .
1354318519_2f9baed754.jpg,A blonde haired toddler in a burgundy hoodie smiling .
1354318519_2f9baed754.jpg,a boy in a red hooded top is smiling whilst looking away from his reflection .
1355450069_c0675b0706.jpg,A man wearing no shirt climbs the side of a large rock .
1355450069_c0675b0706.jpg,a shirtless man climbing up the rock wall with rope safety lines
1355450069_c0675b0706.jpg,There is a rock climber holding on and climbing to the top of a very large rock .
1355703632_5683a4b6fb.jpg,A girl is winding up to throw a softball .
1355703632_5683a4b6fb.jpg,Kids playing softball .
1355703632_5683a4b6fb.jpg,Young girl playing softball with white house in background
1355833561_9c43073eda.jpg,A man in an orange vest tossing a child into the air on the beach
1355833561_9c43073eda.jpg,A man throws a small child up in the air .
1355833561_9c43073eda.jpg,"At a beach , a man in an orange vest tosses a young child into the air ."
1355935187_2c99648138.jpg,A small white dog running out of a tent .
1355935187_2c99648138.jpg,A white dog is emerging from a blue canvas tunnel on an obstacle course .
1355935187_2c99648138.jpg,The white poodle dog is coming out of a blue tent .
1355945307_f9e01a9a05.jpg,A red race car marked with the number seven is driven by a man in a blue and beige shirt .
1355945307_f9e01a9a05.jpg,Man driving race car number 7 .
1355945307_f9e01a9a05.jpg,The red car has the number seven on the side in a white circle .
1356543628_c13ebe38fb.jpg,A girl in a forest carrying camping gear
1356543628_c13ebe38fb.jpg,"Little girl in rural area , carrying bags and stuffed animal ."
1356543628_c13ebe38fb.jpg,Young girl carrying camping gear and a stuffed brown dog .
1356796100_b265479721.jpg,a girl peeks through the green leaves .
1356796100_b265479721.jpg,A young girl peers through the green foliage .
1356796100_b265479721.jpg,A young girl 's face looking through leaves .
1357689954_72588dfdc4.jpg,A boy is climbing up an artificial climbing wall whilst attached to a rope .
1357689954_72588dfdc4.jpg,A frightened little boy on a climbing wall .
1357689954_72588dfdc4.jpg,Boy climbing a rock wall .
1357724865_4faf4e1418.jpg,A man is standing in water near a waterfall .
1357724865_4faf4e1418.jpg,A man standing in the water at the base of a waterfall .
1357724865_4faf4e1418.jpg,The man stands in a body of water near a waterfall .
1357753846_6185e26040.jpg,A black dog crossing a stream
1357753846_6185e26040.jpg,a black dog runs through the water .
1357753846_6185e26040.jpg,A black dog walks through some water .
1358089136_976e3d2e30.jpg,A man is sliding down a huge sand dune on a sunny day .
1358089136_976e3d2e30.jpg,A man is surfing down a hill of sand .
1358089136_976e3d2e30.jpg,A young man in shorts and t-shirt is snowboarding under a bright blue sky .
1358892595_7a37c45788.jpg,A dog runs while holding an object in its mouth .
1358892595_7a37c45788.jpg,A yellow dog running through a grassy area carrying something small in its mouth .
1358892595_7a37c45788.jpg,A young puppy with a red collar running with a leaf in its mouth .
1359101233_16c2c150e3.jpg,A dog wearing a red saddle is running across a field with low grass and trees nearby .
1359101233_16c2c150e3.jpg,A dog with long hair and a red vest runs in the grass .
1359101233_16c2c150e3.jpg,The dog in the red vest runs in the field .
